Longitud;Latitud;Metros;Precio;Preciom2
-70,65826;-33,43209;70;88000000;1257142,857
-70,6342;-33,4533;63;79207873;1257267,825
-70,6342;-33,4533;63;79207873;1257267,825
-70,65383;-33,45109;35;44027927;1257940,771
-70,6566;-33,4368;58;72961411;1257955,362
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,65693;-33,43681;71;89318091;1258001,282
-70,66447;-33,45148;62;78000000;1258064,516
-70,66447;-33,45148;62;78000000;1258064,516
-70,65359;-33,45128;62;78000000;1258064,516
-70,638;-33,4479;93;117000000;1258064,516
-70,62659;-33,46675;36;45297376;1258260,444
-70,66683;-33,43015;41;51594632;1258405,659
-70,63858;-33,44242;75;94384115;1258454,867
-70,6546387;-33,4332962;75;94384115;1258454,867
-70,70334;-33,45934;60;75507292;1258454,867
-70,7033386;-33,4593353;60;75507292;1258454,867
-70,64916;-33,44996;35;44047044;1258486,971
-70,65561;-33,45651;49;61671509;1258602,224
-70,65314;-33,43351;58;73000000;1258620,69
-70,65314;-33,43351;58;73000000;1258620,69
-70,55067;-33,61193;58;73000000;1258620,69
-70,55067;-33,61193;58;73000000;1258620,69
-70,55067;-33,61193;58;73000000;1258620,69
-70,64366;-33,44662;54;68000000;1259259,259
-70,64387;-33,44648;54;68000000;1259259,259
-70,64391;-33,44653;54;68000000;1259259,259
-70,6439075;-33,4465273;54;68000000;1259259,259
-70,6439075;-33,4465273;54;68000000;1259259,259
-70,66154;-33,45308;54;68000000;1259259,259
-70,6752;-33,4289;52;65500000;1259615,385
-70,6752;-33,4289;52;65500000;1259615,385
-70,655;-33,4642;58;73067040;1259776,552
-70,6624;-33,4524;57;71807915;1259787,982
-70,64431;-33,45052;50;63000000;1260000
-70,6464;-33,4506;50;63000000;1260000
-70,6464212;-33,4505581;50;63000000;1260000
-70,63204;-33,44927;50;63000000;1260000
-70,6320411;-33,4492703;50;63000000;1260000
-70,67617;-33,43709;50;63000000;1260000
-70,642;-33,46912;50;63000000;1260000
-70,67978;-33,43757;39;49154190;1260363,846
-70,7626;-33,5204;55;69326121;1260474,927
-70,6572;-33,4366;55;69331874;1260579,527
-70,6597;-33,4314;53;66814479;1260650,547
-70,66003;-33,43378;55;69340245;1260731,727
-70,6566;-33,4403;51;64299107;1260766,804
-70,63418;-33,44421;68;85734702;1260804,441
-70,66482;-33,46763;69;87000000;1260869,565
-70,66071;-33,45193;46;58000000;1260869,565
-70,65856;-33,43554;46;58000000;1260869,565
-70,64247;-33,46535;46;58000000;1260869,565
-70,6424637;-33,4653511;46;58000000;1260869,565
-70,6336;-33,4515;46;58005555;1260990,326
-70,6575;-33,4381;68;85748524;1261007,706
-70,6566;-33,4403;51;64321917;1261214,059
-70,64108;-33,45095;51;64332132;1261414,353
-70,64108;-33,45095;51;64334208;1261455,059
-70,66125;-33,4382;65;82000000;1261538,462
-70,6328;-33,449;61;76955775;1261570,082
-70,6589;-33,4563;56;70650000;1261607,143
-70,6589;-33,4563;56;70650000;1261607,143
-70,6589;-33,4563;56;70650000;1261607,143
-70,6565;-33,4557;42;52989763;1261661,024
-70,6566;-33,4403;51;64353033;1261824,176
-70,63334;-33,45123;63;79494995;1261825,317
-70,6320428;-33,4492403;38;47950000;1261842,105
-70,6566;-33,4403;51;64355108;1261864,863
-70,67751;-33,43222;42;53000000;1261904,762
-70,65206;-33,44961;38;47961928;1262156
-70,63902;-33,44708;72;90878419;1262200,264
-70,66455;-33,45075;61;77000000;1262295,082
-70,66455;-33,45075;61;77000000;1262295,082
-70,6644;-33,45;61;77000000;1262295,082
-70,66448458;-33,43540923;68;85842592;1262391,059
-70,64108;-33,45095;78;98500000;1262820,513
-70,6597;-33,4553;38;47991810;1262942,368
-70,644;-33,4464;95;120000000;1263157,895
-70,644;-33,4464;95;120000000;1263157,895
-70,644;-33,4464;95;120000000;1263157,895
-70,644;-33,4464;95;120000000;1263157,895
-70,6436;-33,4485;95;120000000;1263157,895
-70,65408;-33,43637;83;104852894;1263287,88
-70,64981;-33,46588;42;53058249;1263291,643
-70,6659;-33,4526;87;109911359;1263348,954
-70,6597;-33,4314;53;66960803;1263411,377
-70,6558;-33,4355;84;106136662;1263531,69
-70,65996;-33,44335;60;75812188;1263536,467
-70,67748;-33,43247;51;64452759;1263779,588
-70,64339;-33,44898;42;53087702;1263992,905
-70,6649;-33,4637;59;74596990;1264355,763
-70,64144;-33,46329;34;43000000;1264705,882
-70,64144;-33,46329;34;43000000;1264705,882
-70,6916885;-33,4511108;34;43000000;1264705,882
-70,65729;-33,43891;49;62000000;1265306,122
-70,65729;-33,43891;49;62000000;1265306,122
-70,64927;-33,45015;49;62000000;1265306,122
-70,62603;-33,46769;49;62000000;1265306,122
-70,63334;-33,45123;63;79714420;1265308,254
-70,64001;-33,45072;40;50617552;1265438,8
-70,63846;-33,45032;59;74668257;1265563,678
-70,65561;-33,45651;49;62012808;1265567,51
-70,6392;-33,44935;64;81000000;1265625
-70,6392;-33,44935;64;81000000;1265625
-70,6392;-33,44935;64;81000000;1265625
-70,62774;-33,46705;42;53156777;1265637,548
-70,67075;-33,43587;60;75941023;1265683,717
-70,654011;-33,4364473;55;69612976;1265690,473
-70,6484;-33,4386;79;100000000;1265822,785
-70,66483;-33,46292;59;74683765;1265826,525
-70,64981;-33,46588;40;50634411;1265860,275
-70,64986;-33,46575;40;50634585;1265864,625
-70,65686;-33,43406;66;83552709;1265950,136
-70,69197;-33,44787;41;51905041;1265976,61
-70,64017;-33,4499;40;50642275;1266056,875
-70,6277;-33,467;42;53177337;1266127,071
-70,6557;-33,4344;84;106359841;1266188,583
-70,6649;-33,4637;59;74712938;1266320,983
-70,64111;-33,45111;70;88642696;1266324,229
-70,6615;-33,4523;40;50658287;1266457,175
-70,6687;-33,4439;91;115254304;1266530,813
-70,6374;-33,4468;75;94990000;1266533,333
-70,63738208;-33,44681865;75;94990000;1266533,333
-70,6569;-33,4341;84;106396864;1266629,333
-70,6465;-33,45071;75;95000000;1266666,667
-70,6467;-33,4447;150;190000000;1266666,667
-70,64693;-33,4495;75;95000000;1266666,667
-70,64859;-33,45076;75;95000000;1266666,667
-70,64986;-33,46575;30;38000000;1266666,667
-70,6446;-33,4485;75;95000000;1266666,667
-70,6497;-33,46569;30;38000000;1266666,667
-70,67141;-33,4406;30;38000000;1266666,667
-70,6452;-33,4465;75;95000000;1266666,667
-70,6369;-33,4463;75;95000000;1266666,667
-70,6368649;-33,44626446;75;95000000;1266666,667
-70,6451851;-33,4464884;75;95000000;1266666,667
-70,66936;-33,45321;30;38000000;1266666,667
-70,63334;-33,45123;60;76000000;1266666,667
-70,6446;-33,4485;75;95000000;1266666,667
-70,6446057;-33,4484579;75;95000000;1266666,667
-70,6369;-33,4553;60;76000000;1266666,667
-70,63687563;-33,45526113;60;76000000;1266666,667
-70,64017;-33,4499;40;50668446;1266711,15
-70,6390219;-33,447079;72;91207754;1266774,361
-70,65641;-33,45354;59;74742739;1266826,085
-70,63913;-33,43959;75;95017739;1266903,187
-70,63985;-33,44808;80;101356493;1266956,163
-70,66976;-33,4294;67;84889369;1267005,507
-70,655;-33,4642;58;73495927;1267171,155
-70,63846;-33,45032;59;74772553;1267331,407
-70,66118;-33,45506;42;53228773;1267351,738
-70,66118;-33,45481;42;53232203;1267433,405
-70,66683;-33,43015;60;76062263;1267704,383
-70,64121;-33,45045;56;71000000;1267857,143
-70,6412048;-33,4504509;56;71000000;1267857,143
-70,65492;-33,45365;65;82419745;1267996,077
-70,6658517;-33,44849197;110;139490992;1268099,927
-70,645;-33,4335;160;202911382;1268196,138
-70,639;-33,4471;72;91312572;1268230,167
-70,64;-33,4489;63;79900000;1268253,968
-70,6772;-33,4269;65;82446125;1268401,923
-70,66487;-33,46349;59;74847139;1268595,576
-70,6638;-33,4627;67;85000000;1268656,716
-70,6648;-33,4676;67;85000000;1268656,716
-70,6638;-33,4644;67;85000000;1268656,716
-70,6637763;-33,4644229;67;85000000;1268656,716
-70,65751;-33,43811;67;85000000;1268656,716
-70,64574;-33,45054;67;85000000;1268656,716
-70,6648;-33,4676;67;85000000;1268656,716
-70,664817;-33,467627;67;85000000;1268656,716
-70,6466;-33,4506;67;85000000;1268656,716
-70,66211;-33,44206;93;118000000;1268817,204
-70,64981;-33,46588;29;36796172;1268833,517
-70,65691;-33,43741;57;72331658;1268976,456
-70,67748;-33,43247;51;64721686;1269052,667
-70,63846;-33,45032;59;74876995;1269101,61
-70,65068;-33,45112;65;82494371;1269144,169
-70,6648;-33,464;78;99000000;1269230,769
-70,66261;-33,45664;52;66000000;1269230,769
-70,663;-33,4568;52;66000000;1269230,769
-70,6575;-33,45317;52;66000000;1269230,769
-70,663;-33,4568;52;66000000;1269230,769
-70,6446075;-33,4484596;75;95193121;1269241,613
-70,64461;-33,44846;75;95193122;1269241,627
-70,645;-33,4335;160;203095108;1269344,425
-70,65569;-33,43422;63;79975196;1269447,556
-70,6534;-33,4333;42;53321425;1269557,738
-70,67978;-33,43757;63;79990000;1269682,54
-70,6534;-33,4333;44;55868602;1269740,955
-70,65253;-33,43627;63;80000000;1269841,27
-70,63642;-33,44979;63;80000000;1269841,27
-70,64706;-33,44403;63;80000000;1269841,27
-70,65253;-33,43627;63;80000000;1269841,27
-70,6470566;-33,4440346;63;80000000;1269841,27
-70,6547;-33,4501;74;94000000;1270270,27
-70,6547;-33,4501;74;94000000;1270270,27
-70,6448;-33,4432;65;82590419;1270621,831
-70,6560025;-33,4356986;57;72429687;1270696,263
-70,6534;-33,4333;44;55911930;1270725,682
-70,6589;-33,4338;48;61000000;1270833,333
-70,63846;-33,45032;59;74981582;1270874,271
-70,664;-33,4589;59;74986427;1270956,39
-70,665;-33,461;59;74993681;1271079,339
-70,66182;-33,45721;59;74996535;1271127,712
-70,645;-33,4335;160;203381847;1271136,544
-70,63846;-33,45032;59;74998517;1271161,305
-70,66464;-33,4393;59;75000000;1271186,441
-70,63292;-33,44746;70;88984516;1271207,371
-70,6649;-33,4637;59;75008190;1271325,254
-70,64882;-33,45251;35;44500000;1271428,571
-70,65715;-33,4365;70;89000000;1271428,571
-70,65066;-33,45292;70;89000000;1271428,571
-70,65066;-33,45292;70;89000000;1271428,571
-70,6567;-33,4403;70;89000000;1271428,571
-70,65065;-33,45286;70;89000000;1271428,571
-70,6581;-33,4403;70;89000000;1271428,571
-70,66508;-33,43489;70;89000000;1271428,571
-70,6579;-33,4532;52;66119543;1271529,673
-70,6579;-33,4532;52;66119543;1271529,673
-70,63846;-33,45032;59;75020283;1271530,22
-70,6281;-33,4665;55;69940842;1271651,673
-70,63846;-33,45032;59;75037216;1271817,22
-70,655;-33,4642;58;73773344;1271954,207
-70,64858;-33,43468;47;59782363;1271965,17
-70,65869;-33,44307;70;89043340;1272047,714
-70,6579;-33,4532;52;66147264;1272062,769
-70,63846;-33,45032;59;75051734;1272063,288
-70,63874;-33,44698;67;85232584;1272128,119
-70,63946;-33,45823;44;55973817;1272132,205
-70,654;-33,4364;55;69979080;1272346,909
-70,654;-33,4364;55;69979080;1272346,909
-70,63846;-33,45032;59;75068677;1272350,458
-70,65493;-33,43653;40;50898414;1272460,35
-70,64858;-33,43468;47;59809083;1272533,681
-70,63858;-33,44242;75;95443019;1272573,587
-70,63846;-33,45032;59;75083200;1272596,61
-70,6545;-33,4337;44;55997904;1272679,636
-70,65017;-33,44947;50;63635004;1272700,08
-70,62698;-33,46662;33;42000000;1272727,273
-70,64127;-33,45047;55;70000000;1272727,273
-70,64127;-33,45047;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,6456;-33,4581;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,66163;-33,45299;55;70000000;1272727,273
-70,6516;-33,46;44;56000000;1272727,273
-70,67681;-33,43711;55;70000000;1272727,273
-70,6692;-33,4578;44;56000000;1272727,273
-70,67198;-33,43481;55;70000000;1272727,273
-70,67681;-33,43711;55;70000000;1272727,273
-70,67681;-33,43711;55;70000000;1272727,273
-70,67052;-33,44803;55;70000000;1272727,273
-70,66594;-33,44837;110;140000000;1272727,273
-70,62698;-33,46662;55;70000000;1272727,273
-70,626976;-33,4666214;55;70000000;1272727,273
-70,64547;-33,43883;55;70000000;1272727,273
-70,64127;-33,45047;55;70000000;1272727,273
-70,64858;-33,43468;47;59820649;1272779,766
-70,63846;-33,45032;59;75102570;1272924,915
-70,63985;-33,44808;80;101834598;1272932,475
-70,64858;-33,43468;47;59828360;1272943,83
-70,6559;-33,4351;84;106934929;1273034,869
-70,64858;-33,43468;47;59839929;1273189,979
-70,64858;-33,43468;47;59847644;1273354,128
-70,64858;-33,43468;47;59855359;1273518,277
-70,62994;-33,46023;50;63683876;1273677,52
-70,64858;-33,43468;47;59863075;1273682,447
-70,6416;-33,4633;46;58589826;1273691,87
-70,6706;-33,43683;57;72603396;1273743,789
-70,64858;-33,43468;47;59882369;1274092,957
-70,63984;-33,44811;57;72624757;1274118,544
-70,6575;-33,4343;61;77727141;1274215,426
-70,6568565;-33,4340603;84;107034981;1274225,964
-70,6558051;-33,4349467;84;107034981;1274225,964
-70,669384;-33,42918203;60;76453558;1274225,967
-70,6400145;-33,4507222;70;89195818;1274225,971
-70,64858;-33,43468;47;59890089;1274257,213
-70,6694;-33,4292;60;76458476;1274307,933
-70,65641;-33,45354;70;89203872;1274341,029
-70,6569;-33,4341;84;107052221;1274431,202
-70,65715;-33,43643;47;59900000;1274468,085
-70,6517;-33,4374;51;65000000;1274509,804
-70,64907;-33,46526;51;65000000;1274509,804
-70,66163;-33,45299;51;65000000;1274509,804
-70,656;-33,4561;51;65000000;1274509,804
-70,65363;-33,4659;51;65000000;1274509,804
-70,6517;-33,4374;51;65000000;1274509,804
-70,64172;-33,44881;48;61177591;1274533,146
-70,63846;-33,45032;59;75198588;1274552,339
-70,62698;-33,46662;46;58630850;1274583,696
-70,67877;-33,46705;51;65006452;1274636,314
-70,62994;-33,46023;50;63734691;1274693,82
-70,65775;-33,44322;59;75211984;1274779,39
-70,64623;-33,44665;55;70113914;1274798,436
-70,646225;-33,4466476;55;70113914;1274798,436
-70,64858;-33,43468;47;59917890;1274848,723
-70,64145;-33,46386;40;51000000;1275000
-70,64858;-33,43468;47;59928527;1275075,043
-70,6547;-33,4501;74;94360647;1275143,878
-70,64858;-33,43468;47;59937846;1275273,319
-70,65514;-33,43783;42;53565188;1275361,619
-70,64858;-33,43468;47;59945830;1275443,191
-70,62994;-33,46023;50;63772829;1275456,58
-70,64858;-33,43468;47;59947881;1275486,83
-70,64633;-33,44031;75;95663700;1275516
-70,65247;-33,45731;48;61225754;1275536,542
-70,64151;-33,45027;73;93114337;1275538,863
-70,63984;-33,44811;57;72711698;1275643,825
-70,64858;-33,43468;47;59957809;1275698,064
-70,64858;-33,43468;47;59959497;1275733,979
-70,65783;-33,43582;112;142889912;1275802,786
-70,63527;-33,44887;58;73997532;1275819,517
-70,64633;-33,44031;75;95688365;1275844,867
-70,64338;-33,44769;48;61241241;1275859,188
-70,661;-33,456;58;74000000;1275862,069
-70,65689;-33,4371;58;74000000;1275862,069
-70,64858;-33,43468;47;59971115;1275981,17
-70,64858;-33,43468;47;59973784;1276037,957
-70,64858;-33,43468;47;59978861;1276145,979
-70,65017;-33,44947;50;63807759;1276155,18
-70,64858;-33,43468;47;59985767;1276292,915
-70,64858;-33,43468;47;59986609;1276310,83
-70,6541;-33,43623;38;48500000;1276315,789
-70,63616;-33,44825;38;48500000;1276315,789
-70,63902;-33,44708;38;48500000;1276315,789
-70,6665;-33,4532;47;59990000;1276382,979
-70,66976;-33,4294;75;95731546;1276420,613
-70,65195;-33,45712;50;63821031;1276420,62
-70,64858;-33,43468;47;59993758;1276462,936
-70,66976;-33,4294;75;95738005;1276506,733
-70,64858;-33,43468;47;59998232;1276558,128
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,65719;-33,43896;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,65729;-33,43891;47;60000000;1276595,745
-70,6488;-33,4493;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,67313;-33,42937;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,65729;-33,43891;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,63753;-33,45026;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,63753;-33,45026;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,64912;-33,44914;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,6377;-33,44995;47;60000000;1276595,745
-70,642;-33,46912;47;60000000;1276595,745
-70,65017;-33,44947;50;63829832;1276596,64
-70,6601;-33,4346;47;60008919;1276785,511
-70,6439;-33,4465;56;71500000;1276785,714
-70,64858;-33,43468;47;60009857;1276805,468
-70,66636;-33,4398;65;83000000;1276923,077
-70,6694;-33,4296;65;83000000;1276923,077
-70,66943764;-33,42963868;65;83000000;1276923,077
-70,6694;-33,4296;65;83000000;1276923,077
-70,65748;-33,43429;57;72797645;1277151,667
-70,64907;-33,46526;42;53644693;1277254,595
-70,65641;-33,45354;73;93247247;1277359,548
-70,656;-33,4357;57;72810603;1277379
-70,64619083;-33,44656824;63;80477430;1277419,524
-70,6552298;-33,4375248;42;53651620;1277419,524
-70,64633;-33,44031;75;95811791;1277490,547
-70,63984;-33,44811;57;72827782;1277680,386
-70,6492;-33,4491;52;66441689;1277724,788
-70,64854;-33,44816;54;69000000;1277777,778
-70,65383;-33,45109;36;46000000;1277777,778
-70,6532;-33,4509;36;46000000;1277777,778
-70,6532;-33,4509;36;46000000;1277777,778
-70,65383;-33,45109;36;46000000;1277777,778
-70,6492;-33,44907;50;63891387;1277827,74
-70,63692;-33,44763;70;89464374;1278062,486
-70,66399;-33,46397;80;102259158;1278239,475
-70,6519;-33,4571;50;63916174;1278323,48
-70,6539;-33,4343;44;56256142;1278548,682
-70,65641;-33,45354;70;89500000;1278571,429
-70,657;-33,4358;58;74158948;1278602,552
-70,65547;-33,45059;66;84389655;1278631,136
-70,65818;-33,43887;65;83111749;1278642,292
-70,67491;-33,43154;61;78000000;1278688,525
-70,6667;-33,4389;61;78000000;1278688,525
-70,62787;-33,46697;50;63937961;1278759,22
-70,63984;-33,44811;57;72900428;1278954,877
-70,62994;-33,46023;50;63951108;1279022,16
-70,64633;-33,44031;75;95928999;1279053,32
-70,632;-33,4493;61;78030180;1279183,279
-70,6551;-33,4388;39;49900000;1279487,179
-70,6501;-33,4525;99;126671114;1279506,202
-70,65838;-33,44683;260;332679829;1279537,804
-70,6588;-33,4333;52;66544543;1279702,75
-70,63341;-33,45559;40;51189402;1279735,05
-70,63204;-33,44927;61;78065463;1279761,689
-70,67018;-33,45009;52;66552859;1279862,673
-70,6561;-33,4481;75;96000000;1280000
-70,65641;-33,45354;50;64000000;1280000
-70,6561;-33,4481;75;96000000;1280000
-70,63875;-33,44301;75;96000000;1280000
-70,65117;-33,46486;50;64000000;1280000
-70,6511612;-33,464859;50;64000000;1280000
-70,64633;-33,44031;75;96002045;1280027,267
-70,6427;-33,4521;50;64002247;1280044,94
-70,6519;-33,4571;50;64010514;1280210,28
-70,63692;-33,44763;70;89619777;1280282,529
-70,6533955;-33,4333237;44;56334201;1280322,75
-70,62994;-33,46023;50;64022783;1280455,66
-70,6534;-33,4333;44;56343274;1280528,955
-70,67236;-33,44033;62;79394145;1280550,726
-70,6558;-33,4349;84;107597891;1280927,274
-70,6498;-33,4659;40;51237091;1280927,275
-70,6498;-33,4659;40;51237091;1280927,275
-70,62994;-33,46023;50;64066149;1281322,98
-70,6697;-33,4294;75;96105336;1281404,48
-70,6408;-33,4431;70;89700114;1281430,2
-70,62994;-33,46023;50;64072346;1281446,92
-70,65838;-33,44683;260;333207523;1281567,396
-70,6408;-33,4431;70;89711292;1281589,886
-70,62994;-33,46023;50;64080610;1281612,2
-70,66381;-33,45004;73;93558924;1281629,096
-70,6408;-33,4431;70;89722953;1281756,471
-70,64986;-33,46575;50;64099207;1281984,14
-70,64767;-33,44256;39;50000000;1282051,282
-70,64758;-33,44265;39;50000000;1282051,282
-70,65349;-33,43282;78;100000000;1282051,282
-70,63692;-33,44763;70;89744957;1282070,814
-70,6703;-33,4501;52;66673313;1282179,096
-70,6408;-33,4431;70;89757560;1282250,857
-70,659;-33,4342;53;67961235;1282287,453
-70,65494;-33,448;46;58997747;1282559,717
-70,642;-33,46912;46;59000000;1282608,696
-70,6408;-33,4431;70;89792582;1282751,171
-70,6462;-33,4639;53;67986720;1282768,302
-70,6408;-33,4431;70;89798064;1282829,486
-70,64188;-33,4486;75;96212849;1282837,987
-70,64687;-33,4646;53;67997996;1282981,057
-70,6274;-33,4666;53;68000000;1283018,868
-70,66841;-33,43911;53;68000000;1283018,868
-70,67273631;-33,43955828;53;68000000;1283018,868
-70,65017;-33,44947;50;64154654;1283093,08
-70,642;-33,46912;60;77000000;1283333,333
-70,639;-33,4492;60;77000000;1283333,333
-70,64;-33,4507;72;92406701;1283426,403
-70,6408;-33,4431;70;89844377;1283491,1
-70,6548;-33,4448;56;71881730;1283602,321
-70,6439;-33,4465;49;62900000;1283673,469
-70,6355;-33,4479;74;95000000;1283783,784
-70,6355;-33,4479;74;95000000;1283783,784
-70,63692;-33,44763;70;89870312;1283861,6
-70,6408;-33,4431;70;89873885;1283912,643
-70,6571;-33,4358;58;74467468;1283921,862
-70,65017;-33,44947;50;64206389;1284127,78
-70,64796;-33,44696;63;80900670;1284137,619
-70,6552;-33,4375;42;53933780;1284137,619
-70,63846;-33,45032;63;80900670;1284137,619
-70,6384583;-33,4503174;63;80900670;1284137,619
-70,63527;-33,44887;58;74496271;1284418,466
-70,63959;-33,44341;65;83500000;1284615,385
-70,66381;-33,45004;73;93781401;1284676,726
-70,65494;-33,44954;48;61665544;1284698,833
-70,65301;-33,4493;144;185000000;1284722,222
-70,65301;-33,4493;144;185000000;1284722,222
-70,65301;-33,4493;144;185000000;1284722,222
-70,65301;-33,4493;144;185000000;1284722,222
-70,65301;-33,4493;144;185000000;1284722,222
-70,63527;-33,44887;58;74515479;1284749,638
-70,6408;-33,4431;70;89933408;1284762,971
-70,63984;-33,44811;57;73236517;1284851,175
-70,6548;-33,4448;56;71958475;1284972,768
-70,66381;-33,45004;73;93808618;1285049,562
-70,6408;-33,4431;70;89955260;1285075,143
-70,6408;-33,4431;70;89963361;1285190,871
-70,65641;-33,45354;45;57835048;1285223,289
-70,64127;-33,45047;56;71972825;1285229,018
-70,6592;-33,45528;56;71980000;1285357,143
-70,64633;-33,44031;75;96417338;1285564,507
-70,64;-33,4507;70;89990000;1285571,429
-70,66381;-33,45004;73;93847949;1285588,342
-70,63692;-33,44763;70;89995842;1285654,886
-70,65015;-33,44916;50;64282745;1285654,9
-70,6527;-33,4438;210;270000000;1285714,286
-70,63347;-33,44617;70;90000000;1285714,286
-70,6671;-33,4509;70;90000000;1285714,286
-70,65767;-33,43337;70;90000000;1285714,286
-70,6274;-33,4665;56;72000000;1285714,286
-70,6683;-33,4525;70;90000000;1285714,286
-70,65055;-33,45419;70;90000000;1285714,286
-70,6469;-33,436;70;90000000;1285714,286
-70,6663;-33,4519;70;90000000;1285714,286
-70,6527;-33,4438;210;270000000;1285714,286
-70,6457;-33,4364;140;180000000;1285714,286
-70,65383;-33,45581;35;45000000;1285714,286
-70,65383;-33,45581;35;45000000;1285714,286
-70,6458;-33,4359;140;180000000;1285714,286
-70,65383;-33,45581;35;45000000;1285714,286
-70,6469;-33,436;70;90000000;1285714,286
-70,6444;-33,4365;140;180000000;1285714,286
-70,65383;-33,45581;35;45000000;1285714,286
-70,66002845;-33,45463445;49;63000000;1285714,286
-70,6443628;-33,4365434;140;180000000;1285714,286
-70,66213274;-33,44071544;49;63000000;1285714,286
-70,66302;-33,44105;49;63000000;1285714,286
-70,6458;-33,4359;140;180000000;1285714,286
-70,6343;-33,4478;56;72000000;1285714,286
-70,63432216;-33,44783118;56;72000000;1285714,286
-70,6469;-33,436;70;90000000;1285714,286
-70,6457;-33,4366;140;180000000;1285714,286
-70,65383;-33,45581;35;45000000;1285714,286
-70,6456821;-33,4365502;140;180000000;1285714,286
-70,65383;-33,45581;35;45000000;1285714,286
-70,6639;-33,46406;70;90000000;1285714,286
-70,65383;-33,45581;35;45000000;1285714,286
-70,6527;-33,4438;210;270000000;1285714,286
-70,65383;-33,45581;35;45000000;1285714,286
-70,6538239;-33,4558105;35;45000000;1285714,286
-70,6483;-33,4486;42;54000000;1285714,286
-70,6593;-33,4322;28;36000000;1285714,286
-70,65368;-33,43616;35;45000000;1285714,286
-70,65383;-33,45581;35;45000000;1285714,286
-70,646;-33,4356;140;180000000;1285714,286
-70,64053264;-33,44277538;70;90000000;1285714,286
-70,63692;-33,44763;70;90001122;1285730,314
